Package, Version, License(s), Default-in-image, Cumulus-patched, Cumulus-owned
libperl5.36, 5.36.0-7+deb12u2, GPL-1+ or Artistic(*);GPL-1+ or Artistic(builtin.c);GPL-1+ or Artistic(perlio.c);GPL-1+ or Artistic(malloc.c);GPL-1+ or Artistic(mro_core.c);GPL-1+ or Artistic(perl.c);Expat(time64.c);REGCOMP, and GPL-1+ or Artistic(regcomp.c regexec.c);GPL-3+-WITH-BISON-EXCEPTION(perly.h);GPL-1+ or Artistic(mkppport);Expat(ebcdic_tables.h);GPL-1+ or Artistic(inline.h perl.h);Unicode(lib/unicore/*.txt);GPL-1+ or Artistic(lib/deprecate.pm);GPL-1+ or Artistic(lib/B/Deparse.pm);GPL-1+ or Artistic(dist/FindBin/lib/FindBin.pm);GPL-1+ or Artistic, and Unicode(t/op/split_unicode.t);Expat(regen/ebcdic.pl);GPL-1+ or Artistic(regen/reentr.pl);GPL-1+ or Artistic(Porting/checkansi.pl Porting/valgrindpp.pl);GPL-1+ or Artistic(Porting/config_h.pl);GPL-1+ or Artistic(Porting/git-deltatool);GPL-1+ or Artistic(vms/vms.c vms/vmsish.h);GPL-1+ or Artistic(win32/fcrypt.c);GPL-1+ or Artistic(dist/autouse/* dist/base/* dist/constant/* dist/Devel-SelfStubber/* dist/Dumpvalue/* dist/Env/* cpan/ExtUtils-Manifest/* dist/I18N-Collate/* dist/Safe/* ext/Fcntl/* ext/FileCache/* ext/GDBM_File/* ext/IPC-Open3/* ext/NDBM_File/* ext/ODBM_File/* ext/Opcode/* ext/PerlIO-encoding/* ext/PerlIO-scalar/* ext/PerlIO-via/* ext/POSIX/* ext/re/* cpan/Socket/* ext/Sys-Hostname/* ext/Tie-Hash-NamedCapture/* ext/Tie-Memoize/* ext/VMS-DCLsym/* ext/VMS-Stdio/*);GPL-1+ or Artistic(cpan/Archive-Tar/*);GPL-1+ or Artistic(cpan/AutoLoader/* dist/SelfLoader/*);GPL-1+ or Artistic(cpan/autodie/*);GPL-1+ or Artistic(cpan/autodie/lib/autodie/exception/system.pm cpan/autodie/lib/autodie/exception.pm);GPL-1+ or Artistic(cpan/autodie/lib/autodie/Scope/GuardStack.pm cpan/autodie/lib/autodie/Util.pm);GPL-1+ or Artistic(cpan/Compress-Raw-Bzip2/*);BZIP(cpan/Compress-Raw-Bzip2/bzip2-src/*);GPL-1+ or Artistic(cpan/Compress-Raw-Zlib/*);ZLIB(cpan/Compress-Raw-Zlib/zlib-src/*);GPL-1+ or Artistic(cpan/Config-Perl-V/*);GPL-1+ or Artistic(cpan/CPAN/*);GPL-1+ or Artistic(cpan/CPAN/lib/App/Cpan.pm cpan/CPAN/scripts/cpan);GPL-1+ or Artistic(cpan/CPAN-Meta/*);GPL-1+ or Artistic(cpan/CPAN-Meta/lib/CPAN/Meta/History/Meta_1_0.pod cpan/CPAN-Meta/lib/CPAN/Meta/History/Meta_1_1.pod cpan/CPAN-Meta/lib/CPAN/Meta/History/Meta_1_2.pod cpan/CPAN-Meta/lib/CPAN/Meta/History/Meta_1_3.pod cpan/CPAN-Meta/lib/CPAN/Meta/History/Meta_1_4.pod);GPL-1+ or Artistic(cpan/CPAN-Meta-Requirements/*);GPL-1+ or Artistic(cpan/CPAN-Meta-YAML/*);GPL-1+ or Artistic(cpan/DB_File/*);GPL-1+ or Artistic(dist/Devel-PPPort/*);GPL-1+ or Artistic(dist/Devel-PPPort/parts/inc/mess dist/Devel-PPPort/parts/inc/01_test);GPL-1+ or Artistic(cpan/Digest/*);GPL-1+ or Artistic(cpan/Digest-MD5/*);GPL-1+ or Artistic(cpan/Digest-SHA/*);GPL-1+ or Artistic(cpan/Encode/*);Artistic(cpan/Encode/bin/encguess);GPL-1+ or Artistic(dist/encoding-warnings/*);GPL-1+ or Artistic(dist/Exporter/lib/Exporter.pm);GPL-2+ or Artistic(dist/Tie-File/*);GPL-1+ or Artistic(cpan/experimental/*);GPL-1+ or Artistic(cpan/ExtUtils-Constant/*);GPL-1+ or Artistic(cpan/ExtUtils-MakeMaker/lib/ExtUtils/MakeMaker/Locale.pm);GPL-1+ or Artistic(cpan/ExtUtils-Manifest/lib/ExtUtils/Manifest.pm);GPL-1+ or Artistic(cpan/ExtUtils-PL2Bat/lib/ExtUtils/PL2Bat.pm);GPL-1+ or Artistic(cpan/File-Fetch/* cpan/IPC-Cmd/* cpan/Module-Load/* cpan/Module-Load-Conditional/* cpan/Module-Loaded/* cpan/Params-Check/*);GPL-1+ or Artistic(cpan/File-Path/*);GPL-1+ or Artistic(cpan/File-Temp/*);GPL-1+ or Artistic(cpan/Filter-Util-Call/*);GPL-2+ or Artistic(cpan/Getopt-Long/*);GPL-1+ or Artistic(cpan/HTTP-Tiny/*);GPL-1+ or Artistic(cpan/IO-Compress/*);GPL-1+ or Artistic(cpan/IO-Socket-IP/*);GPL-1+ or Artistic(cpan/IO-Zlib/*);GPL-1+ or Artistic(cpan/IPC-SysV/*);GPL-1+ or Artistic(cpan/JSON-PP/*);GPL-1+ or Artistic(cpan/libnet/*);GPL-1+ or Artistic(cpan/libnet/Makefile.PL);GPL-1+ or Artistic(cpan/Scalar-List-Utils/*);GPL-1+ or Artistic(cpan/Scalar-List-Utils/lib/Scalar/Util.pm);GPL-1+ or Artistic(cpan/Scalar-List-Utils/lib/Sub/Util.pm);Expat or GPL-1+ or Artistic(cpan/Locale-Maketext-Simple/*);Expat or GPL-1+ or Artistic(cpan/Locale-Maketext-Simple/t/po_with_i_default/i_default.po cpan/Locale-Maketext-Simple/t/po_with_i_default/fr.po cpan/Locale-Maketext-Simple/t/po_with_i_default/en.po cpan/Locale-Maketext-Simple/t/po_without_i_default/en.po cpan/Locale-Maketext-Simple/t/po_without_i_default/fr.po);GPL-1+ or Artistic(cpan/Math-Complex/*);GPL-1+ or Artistic(cpan/Memoize/*);GPL-1+ or Artistic(cpan/MIME-Base64/*);GPL-1+ or Artistic(cpan/MIME-Base64/Base64.xs);GPL-1+ or Artistic(cpan/Module-Metadata/*);GPL-1+ or Artistic(cpan/NEXT/*);GPL-1+ or Artistic(cpan/parent/*);GPL-1+ or Artistic(cpan/PerlIO-via-QuotedPrint/*);GPL-1+ or Artistic(cpan/Perl-OSType/*);GPL-1+ or Artistic(cpan/Pod-Checker/*);GPL-1+ or Artistic(cpan/Pod-Escapes/*);GPL-1+ or Artistic(cpan/podlators/*);GPL-1+ or Artistic(cpan/podlators/lib/Pod/Text/Overstrike.pm);RRA-KEEP-THIS-NOTICE(cpan/podlators/t/data/snippets/README cpan/podlators/t/data/basic.cap cpan/podlators/t/data/basic.clr cpan/podlators/t/data/basic.man cpan/podlators/t/data/basic.ovr cpan/podlators/t/data/basic.pod cpan/podlators/t/data/basic.txt);Expat(cpan/podlators/t/docs/pod-spelling.t cpan/podlators/t/docs/pod.t cpan/podlators/t/docs/synopsis.t cpan/podlators/t/lib/Test/RRA.pm cpan/podlators/t/lib/Test/RRA/Config.pm cpan/podlators/t/style/minimum-version.t cpan/podlators/t/style/module-version.t cpan/podlators/t/style/strict.t);Expat(cpan/podlators/t/lib/Test/RRA/ModuleVersion.pm cpan/podlators/t/docs/spdx-license.t cpan/podlators/t/style/obsolete-strings.t);GPL-1+ or Artistic(cpan/podlators/t/man/no-encode.t);GPL-1+ or Artistic(cpan/Pod-Simple/*);GPL-1+ or Artistic(cpan/Pod-Simple/lib/Pod/Simple/XHTML.pm);GPL-1+ or Artistic(cpan/Pod-Simple/t/perlfaq.pod cpan/Pod-Simple/t/perlfaqo.txt);GPL-1+ or Artistic(cpan/Pod-Usage/*);GPL-1+ or Artistic(cpan/Pod-Usage/t/inc/Pod/PlainText.pm);GPL-1+ or Artistic(cpan/Sys-Syslog/*);BSD-3-clause-with-weird-numbering(cpan/Sys-Syslog/fallback/syslog.h);GPL-1+ or Artistic(cpan/Term-ANSIColor/*);Expat(cpan/Term-ANSIColor/t/lib/Test/RRA.pm);Expat(cpan/Term-ANSIColor/t/lib/Test/RRA/Config.pm);GPL-1+ or Artistic(cpan/Term-Cap/*);GPL-1+ or Artistic(cpan/Test-Harness/*);GPL-1+ or Artistic(cpan/Test-Harness/lib/TAP/Parser.pm);GPL-1+ or Artistic(cpan/Test-Harness/lib/TAP/Parser/YAMLish/Reader.pm);GPL-1+ or Artistic(cpan/Test-Simple/*);GPL-1+ or Artistic(cpan/Test-Simple/lib/Test/Builder.pm);GPL-1+ or Artistic(cpan/Test-Simple/lib/Test/Builder/Tester/Color.pm);GPL-1+ or Artistic(cpan/Test-Simple/lib/Test/Builder/Tester.pm);GPL-1+ or Artistic(cpan/Test-Simple/lib/Test/Tutorial.pod);GPL-1+ or Artistic(cpan/Test-Simple/lib/Test/Builder/IO/Scalar.pm);GPL-1+ or Artistic(cpan/Test-Simple/lib/Test/Tester/CaptureRunner.pm);CC0-1.0(cpan/Test-Simple/lib/Test/use/ok.pm cpan/Test-Simple/lib/ok.pm);GPL-1+ or Artistic(cpan/Text-Balanced/*);GPL-1+ or Artistic(cpan/Text-ParseWords/*);TEXT-TABS(cpan/Text-Tabs/*);GPL-1+ or Artistic(cpan/Tie-RefHash/*);GPL-1+ or Artistic(cpan/Win32API-File/* cpan/ExtUtils-Install/* cpan/Math-BigInt/* cpan/Math-BigInt-FastCalc/* cpan/Math-BigRat/* dist/Thread-Queue/*);GPL-1+ or Artistic(cpan/bignum/*);GPL-1+ or Artistic(cpan/Time-Local/*);GPL-1+ or Artistic(cpan/Time-Piece/*);GPL-1+ or Artistic, and BSD-4-clause-POWERDOG(cpan/Time-Piece/Piece.xs);GPL-1+ or Artistic(cpan/Unicode-Collate/*);Unicode(cpan/Unicode-Collate/Collate/allkeys.txt);GPL-1+ or Artistic(dist/Unicode-Normalize/*);GPL-1+ or Artistic(cpan/Win32/*);GPL-1+ or Artistic(dist/Attribute-Handlers/*);GPL-1+ or Artistic(dist/Carp/*);GPL-1+ or Artistic(dist/Data-Dumper/*);GPL-1+ or Artistic(dist/ExtUtils-CBuilder/*);GPL-1+ or Artistic(dist/ExtUtils-ParseXS/*);GPL-1+ or Artistic(dist/Filter-Simple/*);GPL-1+ or Artistic(dist/if/*);GPL-1+ or Artistic(dist/I18N-LangTags/*);GPL-1+ or Artistic(dist/I18N-LangTags/lib/I18N/LangTags/List.pm);GPL-1+ or Artistic(dist/IO/*);GPL-1+ or Artistic(dist/IO/lib/IO/Socket.pm);GPL-1+ or Artistic(dist/lib/*);GPL-1+ or Artistic(dist/Locale-Maketext/*);GPL-1+ or Artistic(dist/Locale-Maketext/lib/Locale/Maketext/TPJ13.pod);GPL-1+ or Artistic(dist/Module-CoreList/*);GPL-1+ or Artistic(dist/Module-CoreList/corelist);GPL-1+ or Artistic(dist/Module-CoreList/lib/Module/CoreList/Utils.pm);GPL-1+ or Artistic(dist/Net-Ping/*);GPL-1+ or Artistic(dist/PathTools/*);GPL-1+ or Artistic, and BSD-3-clause-GENERIC(dist/PathTools/Cwd.xs);GPL-1+ or Artistic(cpan/Pod-Perldoc/*);GPL-1+ or Artistic(dist/Storable/*);GPL-1+ or Artistic(dist/Storable/t/forgive.t);GPL-1+ or Artistic(dist/Storable/t/attach_errors.t dist/Storable/t/attach_singleton.t dist/Storable/t/circular_hook.t);GPL-1+ or Artistic(dist/Storable/t/code.t dist/Storable/t/sig_die.t);GPL-1+ or Artistic(dist/threads/*);GPL-1+ or Artistic(dist/threads-shared/*);GPL-1+ or Artistic(dist/threads-shared/shared.xs);GPL-1+ or Artistic(dist/Test/*);GPL-1+ or Artistic(dist/Time-HiRes/*);GPL-1+ or Artistic(dist/XSLoader/*);GPL-1+ or Artistic(ext/attributes/*);GPL-1+ or Artistic(ext/Amiga-ARexx/* ext/Amiga-Exec/*);GPL-1+ or Artistic(ext/B/*);GPL-1+ or Artistic(ext/B/B/Concise.pm);GPL-1+ or Artistic(ext/Devel-Peek/*);GPL-1+ or Artistic(ext/DynaLoader/*);GPL-1+ or Artistic(ext/DynaLoader/dl_aix.xs);GPL-1+ or Artistic(ext/DynaLoader/dl_freemint.xs);GPL-1+ or Artistic(ext/Errno/*);Artistic(ext/File-Glob/*);BSD-3-clause(ext/File-Glob/bsd_glob.c ext/File-Glob/bsd_glob.h);GPL-1+ or Artistic(ext/Hash-Util/*);GPL-1+ or Artistic(ext/Hash-Util/lib/Hash/Util.pm);GPL-1+ or Artistic(ext/Hash-Util-FieldHash/*);GPL-1+ or Artistic(ext/I18N-Langinfo/*);GPL-1+ or Artistic(ext/mro/*);Artistic(ext/Pod-Html/*);SDBM-PUBLIC-DOMAIN(ext/SDBM_File/*);GPL-1+ or Artistic(ext/Win32CORE/*);GPL-1+ or Artistic(ext/XS-APItest/*);GPL-1+ or Artistic(ext/XS-Typemap/*);GPL-1+ or Artistic(pod/perldebtut.pod pod/perlperf.pod);GPL-1+ or Artistic(pod/perlembed.pod);GPL-1+ or Artistic(pod/perlexperiment.pod);GPL-1+ or Artistic(cpan/perlfaq/lib/perlfaq*.pod);GPL-1+ or Artistic(cpan/perlfaq/lib/perlfaq.pod);GPL-1+ or Artistic(pod/perlfilter.pod pod/perlthrtut.pod);GPL-1+ or Artistic(cpan/perlfaq/lib/perlglossary.pod);GPL-1+ or Artistic(pod/perlmodinstall.pod);RRA-KEEP-THIS-NOTICE(pod/perlpodstyle.pod);GPL-1+ or Artistic(pod/perlreapi.pod);GPL-1+ or Artistic(pod/perlreftut.pod);GPL-1+ or Artistic(pod/perlrequick.pod pod/perlretut.pod);GPL-1+ or Artistic(pod/perlunicook.pod);GPL-1+ or Artistic(pod/perluniintro.pod);DONT-CHANGE-THE-GPL(Copying pod/perlgpl.pod);GPL-1+ or Artistic(t/io/shm.t);GPL-1+ or Artistic or Artistic-dist(regen-configure/*);Artistic-dist(regen-configure/dist/*);Artistic or GPL-1+ or Artistic-dist(regen-configure/U/*);GPL-1+ or Artistic, and Expat(utf8.c);GPL-1+ or Artistic(debian/*), 0, 0, 0
libpfm4, 4.13.0-1, Expat(*);Expat(debian/*), 0, 0, 0
libpgm-5.3-0, 5.3.128~dfsg-2, LGPL-2.1(*);LGPL-2.1(debian/*);LGPL-2+(openpgm/pgm/md5.c*);BSD-3-clause and ISC(openpgm/pgm/include/impl/ip.h), 0, 0, 0
libpgm-dev, 5.3.128~dfsg-2, LGPL-2.1(*);LGPL-2.1(debian/*);LGPL-2+(openpgm/pgm/md5.c*);BSD-3-clause and ISC(openpgm/pgm/include/impl/ip.h), 0, 0, 0
libpipeline1, 1.5.7-1, GPL-2+(*);GPL-3+(gl/*);GPL-2+(lib/appendstr.c);GPL-2+(lib/debug.c);GPL-2+(lib/pipeline*), 0, 0, 0
libpixman-1-0, 0.42.2-1, MIT, 0, 0, 0
libpkgconf3, 1.8.1-1, ISC(*);ISC(debian/*);ISC(libpkgconf/bsdstubs.c);BSD-4(cli/getopt_long.c);BSD-2(cli/getopt_long.h);X11(install-sh);GPL-2+(pkg.m4), 0, 0, 0
libpmem1, 1.12.1-2, BSD-3-clause(*);CDDL(utils/cstyle), 0, 0, 0
libpng-dev, 1.6.39-2+deb12u1, libpng(*);libpng(arm/*);expat(contrib/pngminus/*);libpng(contrib/tools/*);libpng(pngwutil.c pngstruct.h pngwrite.c pnginfo.h pngrio.c png.h pngread.c pngwio.c pngrutil.c pngmem.c pngget.c pngtest.c pngrtran.c pngpriv.h pngset.c pngpread.c pngdebug.h pngerror.c pngwtran.c png.c pngtrans.c example.c);GPL-2+ or BSD-like-with-advertising-clause(contrib/gregbook/* contrib/visupng/resource.h contrib/visupng/cexcept.h);libpng(contrib/visupng/PngFile.c contrib/visupng/PngFile.h contrib/visupng/VisualPng.c);libpng(contrib/libtests/tarith.c);libpng OR Apache-2.0 OR BSD-3-clause(contrib/oss-fuzz/*);Apache-2.0(contrib/oss-fuzz/Dockerfile);GPL-2+(debian/*), 0, 0, 0
libpng-tools, 1.6.39-2+deb12u1, libpng(*);libpng(arm/*);expat(contrib/pngminus/*);libpng(contrib/tools/*);libpng(pngwutil.c pngstruct.h pngwrite.c pnginfo.h pngrio.c png.h pngread.c pngwio.c pngrutil.c pngmem.c pngget.c pngtest.c pngrtran.c pngpriv.h pngset.c pngpread.c pngdebug.h pngerror.c pngwtran.c png.c pngtrans.c example.c);GPL-2+ or BSD-like-with-advertising-clause(contrib/gregbook/* contrib/visupng/resource.h contrib/visupng/cexcept.h);libpng(contrib/visupng/PngFile.c contrib/visupng/PngFile.h contrib/visupng/VisualPng.c);libpng(contrib/libtests/tarith.c);libpng OR Apache-2.0 OR BSD-3-clause(contrib/oss-fuzz/*);Apache-2.0(contrib/oss-fuzz/Dockerfile);GPL-2+(debian/*), 0, 0, 0
libpng16-16, 1.6.39-2+deb12u3, libpng(*);libpng(arm/*);expat(contrib/pngminus/*);libpng(contrib/tools/*);libpng(pngwutil.c pngstruct.h pngwrite.c pnginfo.h pngrio.c png.h pngread.c pngwio.c pngrutil.c pngmem.c pngget.c pngtest.c pngrtran.c pngpriv.h pngset.c pngpread.c pngdebug.h pngerror.c pngwtran.c png.c pngtrans.c example.c);GPL-2+ or BSD-like-with-advertising-clause(contrib/gregbook/* contrib/visupng/resource.h contrib/visupng/cexcept.h);libpng(contrib/visupng/PngFile.c contrib/visupng/PngFile.h contrib/visupng/VisualPng.c);libpng(contrib/libtests/tarith.c);libpng OR Apache-2.0 OR BSD-3-clause(contrib/oss-fuzz/*);Apache-2.0(contrib/oss-fuzz/Dockerfile);GPL-2+(debian/*), 0, 0, 0
libpopt0, 1.19+dfsg-1, expat(*);GPL-2+(debian/*), 0, 0, 0
libpotrace0, 1.16-2, GPL-2+(*);GPL-2+(debian/*), 0, 0, 0
libproc2-0, 4.0.2-3, LGPL-2.1+(*);LGPL-2.0+(src/top/*);GPL-2.0+(src/pgrep.*);GPL-2.0+(src/pidof.*);GPL-2.0+(src/free.*);GPL-2.0+(src/sysctl.*);GPL-2.0+(debian/*), 0, 0, 0
libprotobuf-c-dev, 1.4.1-1+b1, BSD-2-Clause(*);BSD-3-Clause(protoc-c/*);permissive(debian/*), 0, 0, 0
libprotobuf-c1, 1.4.1-1+b1, BSD-2-Clause(*);BSD-3-Clause(protoc-c/*);permissive(debian/*), 0, 0, 0
libprotobuf-dev, 3.21.12-3, NO COPYRIGHT FILE, 0, 0, 0
libprotobuf-lite32, 3.21.12-3, BSD-3-Clause~Google(*);GPLWithACException(m4/ax_pthread.m4);Apache-2.0(python/mox.py python/stubout.py);Public-Domain or Expat(conformance/third_party/jsoncpp/*);GPL-3(debian/*);BSD-3-Clause(debian/patches/*), 0, 0, 0
libprotobuf32, 3.21.12-3, BSD-3-Clause~Google(*);GPLWithACException(m4/ax_pthread.m4);Apache-2.0(python/mox.py python/stubout.py);Public-Domain or Expat(conformance/third_party/jsoncpp/*);GPL-3(debian/*);BSD-3-Clause(debian/patches/*), 0, 0, 0
libprotoc32, 3.21.12-3, BSD-3-Clause~Google(*);GPLWithACException(m4/ax_pthread.m4);Apache-2.0(python/mox.py python/stubout.py);Public-Domain or Expat(conformance/third_party/jsoncpp/*);GPL-3(debian/*);BSD-3-Clause(debian/patches/*), 0, 0, 0
libproxy1v5, 0.4.18-1.2, LGPL-2;GPL, 0, 0, 0
libpsl5, 0.21.2-1, MIT(*);MIT(debian/*);gnulib(debian/patches/0003-Add-m4-visibility.m4-from-gnulib-20230113-stable-1.patch);Chromium(src/psl-make-dafsa src/lookup_string_in_fixed_set.c), 0, 0, 0
libptexenc1, 2022.20220321.62855-5.1+deb12u2, GPL;BSD;MIT;Common Public License, 0, 0, 0
libpthread-stubs0-dev, 0.4-1, BSD, 0, 0, 0
libptm-dev, 4.0-cl5.9.2u2, EPL-1;GPL-2, 0, 0, 0
libpwquality-common, 1.4.5-1, libpwquality or GPL-2+(*);GPL-3+(debian/*), 0, 0, 0
libpwquality-dev, 1.4.5-1+b1, libpwquality or GPL-2+(*);GPL-3+(debian/*), 0, 0, 0
libpwquality-tools, 1.4.5-1+b1, libpwquality or GPL-2+(*);GPL-3+(debian/*), 0, 0, 0
libpwquality1, 1.4.5-1+b1, libpwquality or GPL-2+(*);GPL-3+(debian/*), 0, 0, 0
libpython3-all-dbg, 3.11.2-1+b1, NO COPYRIGHT FILE, 0, 0, 0
libpython3-all-dev, 3.11.2-1+b1, NO COPYRIGHT FILE, 0, 0, 0
libpython3-dbg, 3.11.2-1+b1, Python;GPL;BEOPEN;CNRI, 0, 0, 0
libpython3-dev, 3.11.2-1+b1, Python;GPL;BEOPEN;CNRI, 0, 0, 0
libpython3-stdlib, 3.11.2-1+b1, Python;GPL;BEOPEN;CNRI, 0, 0, 0
libpython3.11, 3.11.2-6+deb12u6, NO COPYRIGHT FILE, 0, 0, 0
libpython3.11-dbg, 3.11.2-6+deb12u6, NO COPYRIGHT FILE, 0, 0, 0
libpython3.11-dev, 3.11.2-6+deb12u6, NO COPYRIGHT FILE, 0, 0, 0
libpython3.11-minimal, 3.11.2-6+deb12u6, GPL-2;Python;BSD;zlib;OpenSSL;SSLeay;BEOPEN;CNRI, 0, 0, 0
libpython3.11-stdlib, 3.11.2-6+deb12u6, NO COPYRIGHT FILE, 0, 0, 0
libquadmath0, 12.2.0-14+deb12u1, NO COPYRIGHT FILE, 0, 0, 0
librav1e0, 0.5.1-6, BSD-2-clause(*);BSD-2-clause(src/arm/32/* src/arm/64/cdef.S src/arm/64/cdef16.S src/arm/64/cdef_tmpl.S src/arm/64/ipred.S src/arm/64/ipred16.S src/arm/64/itx.S src/arm/64/itx16.S src/arm/64/loopfilter.S src/arm/64/loopfilter16.S src/arm/64/looprestoration.S src/arm/64/looprestoration16.S src/arm/64/looprestoration_common.S src/arm/64/looprestoration_tmpl.S src/arm/64/mc.S src/arm/64/mc16.S src/arm/64/msac.S src/arm/64/util.S src/arm/asm.S src/arm/tables.S src/x86/cdef16_avx2.asm src/x86/cdef16_sse.asm src/x86/cdef_avx2.asm src/x86/cdef_avx512.asm src/x86/cdef_rav1e.asm src/x86/cdef_sse.asm src/x86/film_grain16_avx2.asm src/x86/film_grain16_sse.asm src/x86/film_grain_avx2.asm src/x86/film_grain_sse.asm src/x86/ipred16_avx2.asm src/x86/ipred16_sse.asm src/x86/ipred_avx2.asm src/x86/ipred_sse.asm src/x86/itx16_avx2.asm src/x86/itx16_sse.asm src/x86/itx_avx2.asm src/x86/itx_sse.asm src/x86/loopfilter16_avx2.asm src/x86/loopfilter16_sse.asm src/x86/loopfilter_avx2.asm src/x86/loopfilter_sse.asm src/x86/looprestoration16_avx2.asm src/x86/looprestoration16_sse.asm src/x86/looprestoration_avx2.asm src/x86/looprestoration_sse.asm src/x86/mc16_avx2.asm src/x86/mc16_sse.asm src/x86/mc_avx2.asm src/x86/mc_avx512.asm src/x86/mc_sse.asm src/x86/msac.asm src/x86/tables.asm);ISC(src/ext/*);BSD-2-Clause(debian/*), 0, 0, 0
librc1, 0.45.2-2+deb12u1, BSD-2-clauses(*);GPL-2+(debian/*), 0, 0, 0
librdmacm1, 44.0-2, BSD-MIT or GPL-2(*);GPL-2+(debian/*);BSD-MIT or GPL-2(CMakeLists.txt);BSD-MIT or GPL-2(buildlib/*);BSD-2-clause(buildlib/fixup-include/stdatomic.h);CC0(ccan/*);MIT(ccan/list.*);BSD-MIT(ibacm/*);BSD-2-clause(ibacm/man/* ibacm/ibacm.init.in);BSD-MIT or GPL-2(ibacm/CMakeLists.txt ibacm/ibacm_hosts.data);BSD-MIT or GPL-2(iwpmd/*);GPL-2 or BSD-2-clause(kernel-headers/*);GPL-2(kernel-headers/rdma/rdma_netlink.h);GPL-2 or BSD-3-clause(kernel-headers/rdma/hfi/*);BSD-MIT or GPL-2(libibumad/*);BSD-2-clause(libibumad/man/*);BSD-MIT or GPL-2(libibverbs/*);BSD-2-clause(libibverbs/man/* libibverbs/neigh.h libibverbs/neigh.c);BSD-MIT or GPL-2(librdmacm/*);BSD-MIT(librdmacm/examples/cmtime.c librdmacm/examples/rcopy.c librdmacm/examples/rdma_client.c librdmacm/examples/rdma_server.c librdmacm/examples/rdma_xclient.c librdmacm/examples/rdma_xserver.c librdmacm/examples/riostream.c librdmacm/examples/rstream.c librdmacm/examples/udpong.c);BSD-2-clause(librdmacm/docs/rsocket);BSD-2-clause(librdmacm/man/*);BSD-2-clause or GPL-2(providers/bnxt_re/*);BSD-MIT or GPL-2(providers/cxgb4/*);BSD-2-clause or GPL-2(providers/efa/*);BSD-MIT or GPL-2(providers/erdma/*);BSD-3-clause or GPL-2(providers/hfi1verbs/*);BSD-MIT or GPL-2(providers/hns/*);BSD-MIT or GPL-2(providers/ipathverbs/*);BSD-MIT or GPL-2(providers/irdma/*);BSD-MIT or GPL-2(providers/mana/*);BSD-MIT or GPL-2(providers/mlx4/*);BSD-MIT or GPL-2(providers/mlx5/*);BSD-MIT(providers/mlx5/man/*.3 providers/mlx5/man/*.7);BSD-MIT or GPL-2(providers/mthca/*);BSD-2-clause or GPL-2(providers/ocrdma/*);BSD-MIT or GPL-2(providers/qedr/*);BSD-MIT or GPL-2(providers/rxe/*);BSD-3-clause or GPL-2(providers/siw/*);BSD-2-clause or GPL-2(providers/vmw_pvrdma/*);BSD-MIT or GPL-2(rdma-ndd/*);GPL-2(redhat/*);BSD-MIT or GPL-2(srp_daemon/*);CPL-1.0 or BSD-2-clause or GPL-2(srp_daemon/srp_daemon.8.in);BSD-2-clause(srp_daemon/srpd.in srp_daemon/ibsrpdm.8);BSD-MIT or GPL-2(util/udma_barrier.h), 0, 0, 0
libre2-9, 20220601+dfsg-1+b1, BSD-3-google(*);Lucent(util/utf.h util/rune.cc);Apache-2.0 with LLVM exception(re2/fuzzing/compiler-rt/*);BSD-3-google(debian/*), 0, 0, 0
libre2-dev, 20220601+dfsg-1+b1, NO COPYRIGHT FILE, 0, 0, 0
libreadline-dev, 8.2-1.3, NO COPYRIGHT FILE, 0, 0, 0
libreadline8, 8.2-1.3, GPL-3+(*);GPL-2+(examples/readlinebuf.h examples/rl-fgets.c examples/rlfe/* examples/rlwrap-*.tar.gz);GFDL-NIV-1.3+(doc/*.texi doc/*.info doc/*.html doc/*.[03] doc/*.dvi doc/*.pdf doc/*.ps);ISC-no-attribution(support/wcwidth.c);GPL-3(debian/*), 0, 0, 0
libregexp-ipv6-perl, 0.03-3, Artistic or GPL-1+(*);Artistic or GPL-1+(debian/*), 0, 0, 0
librhash0, 1.4.3-3, 0BSD(*);0BSD(bindings/*);0BSD(debian/*), 0, 0, 0
librole-tiny-perl, 2.002004-1, Artistic or GPL-1+(*);Artistic or GPL-1+(debian/*), 0, 0, 0
librsvg2-2, 2.54.7+dfsg-1~deb12u1, LGPL-2+(*);FSFAP(m4/ax_compare_version.m4);BSD-3-clause(tests/fixtures/reftests/svg1.1/*);Expat(tests/fixtures/render-crash/feMerge-color-interpolation-srgb.svg);Apache-2.0, and BSD-2-clause, and BSD-3-clause, and Expat, and Apache-2.0 or Expat or 0BSD, and Apache-2.0 or Boost-1.0, and Apache-2.0 or Expat, and Expat or Unlicense, and MPL-2.0, and Sun-permissive, and zlib(vendor/*);CC-BY-3.0(vendor/crossbeam-channel/examples/matching.rs);CC-zero-waive-1.0-us(tests/resources/Ahem.ttf);OFL-1.1(tests/resources/NotoSansHebrew-Regular.ttf), 0, 0, 0
